56008, 57805, 57332, 61243, 59302, 55907, 56804, 58870, 57858, 58346,
58313, 57523, 54529, 54738, 52774, 51704, 55137, 55973, 55950, 57750,
58917, 58918, 59095, 59384, 57603, 58758, 59057, 58192, 56048, 58323,
58245, 59793, 60204, 59893, 63503, 63109, 63314, 61572, 60683, 56216,
55724, 56473, 53906, 51762, 51093, 50050, 49004, 54021, 55033, 54824,
53555, 57750, 57828, 56631, 57200, 53333, 57424, 56396, 57356, 58803,
58232, 55859, 56704, 49150, 49716, 49880, 46760, 46456, 43537, 42909,
37002, 40782, 37304, 37536, 34770, 38705, 38402, 39294, 38436, 35697,
34616, 35678, 37332, 36684, 37575, 39208, 36894, 35551, 35862, 33560,
33472, 37345, 36702, 37334, 35552, 39097, 40218, 40406, 38347, 38053,
35787, 35615, 35698, 31676, 32505, 33723, 34662, 31637, 32186, 34649,
34434, 35867, 35040, 33572, 33897, 34668, 35287, 33746, 34235, 33855,
32877, 33798, 33520, 34240, 33155, 32702, 32822, 31780, 31421, 31533,
31796, 30817, 29807, 32110, 32313, 33581, 34292, 35350, 37337, 39406,
39995, 40008, 42235, 41626, 39974, 39201, 38152, 39747, 40869, 42816,
44555, 43798, 46365, 45585, 45593, 44428, 47793, 47096, 47047, 46004,
44695, 44801, 46717, 49339, 48905, 49321, 49546, 47706, 48960, 46942,
49058, 48902, 48829, 47054, 47166, 48847, 49327, 50025, 49944, 51753,
52633, 46811, 46091, 46391, 44883, 45201, 46063, 44963, 47092, 48176,
47783, 47267, 48278, 47260, 42843, 40693, 43574, 44895, 42839, 42716,
43208, 42235, 41034, 41564, 43790, 48116, 47711, 48199, 49112, 51514,
55361, 53805, 53967, 54968, 54771, 57484, 56041, 57401, 57321, 61593,
60892, 61553, 62026, 64261, 65992, 62210, 60692, 61393, 60930, 63039,
60363, 58894
